doc_id,source_id,source,label_aktual_str,jenis_kesalahan_cat,kategori,cat_pred,cat_prob_AI,xgb_pred,xgb_prob_AI,rf_pred,rf_prob_AI,cuplikan_teks,text
news-2119-human,2119,id_newspapers_2018,manusia,FP (manusia dikira AI),sulit (semua model salah),1,0.663,1,0.7454,1,0.6497,"Seekor beruang langka yang selama berpuluh tahun diyakini telah punah tertangkap kamera sejumlah turis di Pegunungan Altai, Rusia Beruang sailugem tak pernah te","Seekor beruang langka yang selama berpuluh tahun diyakini telah punah tertangkap kamera sejumlah turis di Pegunungan Altai, Rusia Beruang sailugem tak pernah terlihat lagi sejak pertengahan abad ke-20, sehingga dinyatakan punah dan sejumlah pakar bahkan menyebut hewan ini sebagai makhluk mistis belaka. Namun, sejumlah foto yang diperoleh para turis di kawasan terpencil di dekat perbatasan Rusia dengan Mongolia, China, dan Kazakhstan membuktikan hewan itu masih ada. Para turis yang menjelajahi kawasan itu bersama Kaichi Travel melihat beruang itu saat mereka sedang mengamati burung langka dan domba-domba gunung. Selama berpuluh tahun, para ilmuwan meyakini keberadaan beruang berbulu putih itu tetapi tak pernah menemukan cukup bukti ilmiah. Pada 2015, sejumlah laporan menyebut para ilmuwan menemukan beberapa sarang dan jejak kaki yang diyakini adalah milik beruang sailugem ini. Setahun kemudian, muncul sejumlah foto dan video yang menampilkan seekor anak beruang, tetapi hewan itu berbulu gelap bukan putih. Nah, foto-foto terbaru yang diperoleh dari perjalanan wisata di Siberia itu menunjukkan untuk pertama kalinya seekor beruang sailugem dewasa yang amat mirip dengan gambaran masa lalu hewan tersebut. Beruang ini terakhir kali terlihat oleh pakar kehewanan Rusia Dr Genrikh Sobamsky pada pertengahan abad ke-20. Foto-foto terbaru beruang ini amat mirip dengan gambaran yang dibuat Sobamsky kala itu. ""Sebuah pemandangan menakjubkan terjadi dalam perjalanan kami di bulan Juni,"" demikian demikian akun resmi Kaichi Travel. ""Kami bertemu dengan seekor beruang liar, dan bukan seekor beruang cokelat biasa, seekor beruang sailugem,"" tambah Kaichi Travel. Perusahaan itu menambahkan, saat rombongan wisata tiba di sebuah bebatuan yang datar, mereka melihat kaki seekor hewan besar berbulu. ""Sekitar 60-70 meter di bawah posisi kami."" Tak lama kemudian beruang itu muncul dan kehadirannya amat mengagetkan para peserta perjalanan wisata itu. ""Itu benar-benar beruang sailugem, berbulu pirang dan amat cantik,"" masih Kaichi Travel. Para wisatawan kemudian mengabadikan momen langka itu sebagai bukti bahwa beruang sailugem benar-benar eksis. Kini setelah foto beruang langka itu muncul, para pakar mulai melakukan studi lebih mendalam. Berbeda dengan beruang cokelat yang berkeliaran di padang taiga dan hutan, beruang sailugem lebih banyak berada di pegunungan dan dataran tinggi."
news-2522-human,2522,id_newspapers_2018,manusia,FP (manusia dikira AI),sulit (semua model salah),1,0.7115,1,0.6756,1,0.5507,"Kebanyakan ponsel di pasaran saat ini sudah dilapisi kaca anti gores. Namun, kaca anti gores tersebut belum mampu melindungi layar ponsel dari kotoran dan bekas","Kebanyakan ponsel di pasaran saat ini sudah dilapisi kaca anti gores. Namun, kaca anti gores tersebut belum mampu melindungi layar ponsel dari kotoran dan bekas sidik jari penggunanya yang menempel. Selain itu, kotoran yang menempel pada ponsel seringkali mengganggu penglihatan kita. Untuk membersihkan kotoran ataupun bekas sidik jari pada ponsel, kita harus berhati-hati karena layar tersebut sangat sensitif. Dilansir detikINET dari Digital Trends, Jumat (22/6/2018) berikut deretan trik jitu dalam membersihkan layar ponsel yang dapat kita aplikasikan ke ponsel kesayangan kita. 1. Matikan Ponsel Pastikan ponsel kita dalam keadaan mati, agar ketika dibersihkan, perangkat tidak memberikan respon terhadap sentuhan ataupun gesekan. Hal ini juga dapat menghindari terjadinya korsleting pada saat layar dibersihkan. 2. Gunakan Cairan Pembersih Membersihkan layar ponsel dalam kondisi kering memang sulit. Oleh karena itu, sebaiknya kita gunakan cairan pembersih kaca. Namun, kita harus pastikan cairan pembersih tersebut aman bagi ponsel. Sebaiknya, jangan teteskan cairan pembersih tersebut langsung pada layar ponsel tersebut. Teteskan cairan tersebut secukupnya pada kain untuk membersihkan ponsel. Perlu diingat, jangan berlebihan menggunakan cairan tersebut karena tidak semua layar ponsel bisa menerima cairan tersebut. 3. Pilih Kain Berserat Halus Gunakan bahan yang halus dan lembut sehingga tidak menimbulkan goresan pada layar ponsel ketika dibersihkan. Sebaiknya, gunakan kain berjenis microfiber saat membersihkan layar ponsel. Kain berjenis microfiber tersebut mempunyai serat yang halus jadi sangat aman untuk layar sentuh. Kita juga membersihkan layar ponsel dengan kapas, tisu, kain dan bahan lainnya yang halus dan bersih. 4. Gosok Secara Melingkar dan Perlahan Setelah diberi cairan pembersih, bersihkan ponsel kita secara perlahan menggunakan kain berbahan halus. Bersihkan layar ponsel kita secara melingkar agar kotoran yang menempel lekas hilang. Kebanyakan pengguna ponsel membersihkan layar ponsel dengan cara mengusapnya secara horisontal dan verikal. Cara ini justru membuat kotoran pada layar ponsel semakin melebar. 5. Untuk Hasil Maksimal Bersihkan Bagian Dalam Layar Ponsel Membersihkan bagian luar layar ponsel terkadang tidak memberikan kepuasan bagi sebagian pengguna. Kita dapat membuka bagian bodi ponsel dan membersihkan baik layar LCD sentuh maupun kaca pada bagian casing ponsel. Namun, perlu diperhatikan bahwa cara ini hanya boleh dilakukan jika kita benar-benar memiliki pengalaman bongkar pasang bodi ponsel."
news-720-human,720,id_newspapers_2018,manusia,FP (manusia dikira AI),sulit (semua model salah),1,0.726,1,0.7664,1,0.5659,Juru Bicara Komisi Pemberantasan Korupsi (KPK) Febri Diansyah berharap masyarakat tak memilih calon kepala daerah yang melakukan politik uang dalam kontestasi P,"Juru Bicara Komisi Pemberantasan Korupsi (KPK) Febri Diansyah berharap masyarakat tak memilih calon kepala daerah yang melakukan politik uang dalam kontestasi Pilkada Serentak 2018 Menurut dia, hal itu akan berdampak buruk bagi masa depan masyarakat dan pemimpin daerahnya sendiri. ""Karena itu berbahaya sekali bagi masyarakat di daerah tersebut dan juga bagi pemimpin yang akan memimpin lima tahun ke depan,"" kata Febri di gedung Merah Putih KPK, Jakarta, Senin (25/6/2018). Menurut Febri, politik uang menunjukkan bahwa kebutuhan dana politik calon cukup besar. Situasi itu membuka kemungkinan terjadinya praktik-praktik korupsi setelah mereka terpilih dan menjabat dalam pemerintahan. Oleh karena itu, ia berharap masyarakat memilih berdasarkan rekam jejak, integritas, serta visi-misi yang dimiliki calon. Hal itu agar masyarakat daerah tak dirugikan di masa depan. /Reza Jurnaliston ""Kami sangat tidak merekomendasikan dan bahkan mengingatkan jangan sampai kita memilih pemimpin berdasarkan preferensi politik uang, karena akan merugikan masyarakat sendiri,"" paparnya. KPK berharap Pilkada 2018 ini menghasilkan pemimpin-pemimpin yang mampu memimpin daerahnya dengan baik. KPK tak ingin calon kepala daerah yang terpilih nanti terlibat dalam kasus korupsi. Sebab, selama ini KPK telah memproses sekitar 95 kepala daerah yang terjerat kasus korupsi. ""Kami berharap nanti hasil pilkada serentak ini tidak perlu menjadi tambahan atau kapan perlu tidak ada hasil pilkada serentak ini yang kemudian melakukan korupsi dan terjerat dalam kasus korupsi. Tentu diperlukan kesadaran yang utuh ya agar tidak melakukan korupsi,"" paparnya. Febri juga pernah mengingatkan agar para calon petahana yang kembali ikut dalam pemilihan agar menghindari upaya yang mengarah pada kejahatan korupsi. Para calon petahana juga tidak boleh bermain-main dengan penggunaan anggaran atau menyalahgunakan wewenang. ""Para calon kami ingatkan, proses pilkada itu dijalankan secara demokratis tentu saja, tidak ada politik uang, dan juga kalau terpilih nanti harus jauh lebih hati-hati dari praktik-praktik korupsi,"" kata dia. Ia menyarankan masyarakat untuk bersikap aktif dalam memantau pelaksanaan pesta demokrasi di daerah masing-masing. Masyarakat diharapkan juga tak apatis dalam memilih calon-calon yang berintegritas. Sebab, masa depan daerah selama lima tahun mendatang dipegang oleh masyarakat sendiri. ""Kalau masyarakat menemui, misalnya, ada politik uang, ingin membeli suara masyarakat, maka kami imbau agar melapor (ke penyelenggara pemilu), dan untuk calon-calon jangan gunakan APBD untuk membeli suara,"" kata dia. Seperti yang diketahui, Pilkada Serentak 2018 akan dilaksanakan di 171 daerah. Adapun proses pemungutan suara akan dilakukan pada 27 Juni 2018."
news-65-human,65,id_newspapers_2018,manusia,FP (manusia dikira AI),sulit (semua model salah),1,0.7377,1,0.709,1,0.535,"Pelatih Portugal, Fernando Santos, menepis anggapan bahwa timnya terlalu mengandalkan Cristiano Ronaldo selama berlaga di dua pertandingan kualifikasi Grup B.. ","Pelatih Portugal, Fernando Santos, menepis anggapan bahwa timnya terlalu mengandalkan Cristiano Ronaldo selama berlaga di dua pertandingan kualifikasi Grup B.. Ia menegaskan bahwa Portugal selalu bermain sebagai tim, termasuk saat mereka menghadapi Iran dalam pertandingan terakhir Grup B Piala Dunia 2018 pada Selasa (26/6) WIB dini hari nanti. ""Telah ditunjukkan dengan sangat jelas bahwa ini adalah Portugal melawan Iran. Bukan pelatih yang akan bermain dan bukan Cristiano Ronaldo bermain melawan seseorang. Ini adalah tim yang akan bermain melawan Iran,"" ujar Fernando Santos, Senin (25/6). Sejauh ini, Portugal sangat bergantung pada Ronaldo di Rusia yang terbukti dari gol Portugal yang berjumlah empat. Semuanya dicetak sang mega bintang, termasuk trigol dalam hasil imbang 3-3 melawan Spanyol. Gol Ronaldo saat melawan Maroko juga membuatnya menjadi pencetak gol terbanyak sepanjang masa Eropa dalam pertandingan internasional. Santos juga menampik anggapan Portugal akan dengan mudah meraih kemenangan melawan tim Timur Tengah tersebut. Portugal sendiri hanya membutuhkan hasil seri untuk memastikan lolos ke 16 besar. Namun Iran masih memiliki peluang lolos jika mereka menang atas Portugal. Karena itu Santos tidak mau menganggap remeh Iran. ""Ini akan menjadi pertandingan yang menarik. Saya pikir Portugal akan lolos ke babak 16 besar tetapi ini akan menjadi pertempuran yang sulit. Kami akan mencoba membuktikan di lapangan kami memiliki kualitas untuk mengalahkan Iran tetapi ada banyak kesulitan,"" ujar Fernando Santos. Santos memuji Iran sebagai ""tim terbaik di Asia"" dan memperkirakan pertemuan penuh kejutan di Saransk. ""Iran adalah tim yang sangat kuat, terorganisir dengan baik dengan pemain berpengalaman yang bagus. Mereka terorganisasi dengan baik secara pertahanan tetapi tidak hanya itu. Mereka bagus dalam serangan balik,"" katanya."
news-2433-human,2433,id_newspapers_2018,manusia,FP (manusia dikira AI),sulit (semua model salah),1,0.7634,1,0.5775,1,0.5382,Islam memiliki jejak kuat di Portugal sejak abad kedelapan. Islam berjaya di tanah ini berkat Thariq bin Ziyad yang berhasil menaklukan Semenanjung lberia dari ,"Islam memiliki jejak kuat di Portugal sejak abad kedelapan. Islam berjaya di tanah ini berkat Thariq bin Ziyad yang berhasil menaklukan Semenanjung lberia dari Bangsa Visigoth pada 711 M. Selama berabad-abad, sejak 711-1249 M, negara ini berada di bawah kekuasaan Islam. Kini, Portugal merupakan negara Eropa Barat yang paling toleran terhadap keberagaman dalam agama. Secara tegas, negara yang terletak di Semenanjung Iberia ini menganut sekularisme, memisahkan antara kepentingan keagamaan dan pemerintahan. Meski Portugal terkenal dengan paham sekulerisme, negara ini tetap memberikan perhatian terhadap kehidupan agama dan hubungan antarumat beragama. Berikut ini sejumlah situs yang menjadi saksi bisu eksistensi Islam di bumi Portugal: St George Castle Benteng yang terletak di Lisabon Portugal ini konon benteng pertahanan yang pernah digunakan orang-orang Moor, bangsa Muslim dari Afrika Utara pada abad ke-11 sampai ke-12, ketika Lisabon menjadi kota pantai penting bagi Islam. Namun, ketika kekuasaan Islam berakhir, kastil tersebut dikuasai oleh raja pertama Portugal, Alfonso Henriques pada 1142 M. Kastil yang memiliki 10 menara ini pernah menjadi istana raja selama tiga abad. Di kastil yang disebut St George Castel de Sao Jorge ini terdapat museum dengan koleksi berbagai hasil galian arkeologis, termasuk warisan budaya Islam. Moorish Castle Pembangunan Moorish Castle dimulai pada abad ke-8 M (kemungkinan 711 M), tapi tidak ada catatan tentang kapan kastil ini selesai dibangun. Benteng yang menutupi wilayah bagian teratas Bukit Gibraltar hingga laut ini merupakan peninggalan kekuasaan Islam yang paling mengesankan di Portugal. Tempatnya berada di kota kecil Sintra atau 50 km dari Lisabon. Kastil tersebut dipagari benteng kokoh yang berliku-liku di atas perbukitan. Selain sebagai benteng pertahanan, kastil ini juga berfungsi untuk memantau gerakan musuh dari pantau Atlantik. National Palace of Sintra Bangunan lain yang paling menguatkan bahwa Islam pernah berkuasa di Portugal adalah National Palace of Sintra. Bangunan yang didominasi warna putih ini merupakan tempat tinggal resmi gubernur pada masa Islam. Bangunan ini menyimpan seni gambar dan ukiran peninggalan Islam. Sejarah Sintra Palace dimulai di Moor Al-Andalus, setelah Dinasti Umayyah menaklukan Hispania di abad kedelapan, ketika itu, Sintra memiliki dua istana. Satu terletak di atas sebuah bukit yang menghadap Sintra. Hal ini dikenal sebagai Castelo dos Mouros (Kastil Moor) dan sekarang nyaris hancur."
news-1757-human,1757,id_newspapers_2018,manusia,FP (manusia dikira AI),sulit (semua model salah),1,0.7759,1,0.5184,1,0.5128,Kepala Dinas Tenaga Kerja dan Transmigrasi (Disnakertrans) Kabupaten Karawang Ahmad Suroto mengancam menjatuhkan sanksi tegas bagi perusahaan yang tidak melibur,"Kepala Dinas Tenaga Kerja dan Transmigrasi (Disnakertrans) Kabupaten Karawang Ahmad Suroto mengancam menjatuhkan sanksi tegas bagi perusahaan yang tidak meliburkan karyawannya saat hari pencoblosan Pilgub Jabar, Rabu 27 Juni 2018. Potensi suara dari lingkungan industri di Karawang dinilai sangat strategis karena mencapai ratusan ribu orang yang bekerja di 1.500 perusahaan industri. Jika pihak perusahaan terpaksa mempekerjakan karyawannya maka harus dihitung sebagai kerja lembur, dan pekerja tetap diharuskan untuk menyalurkan hak pilihnya. ""Kami sudah mengirimkan surat pemberitahuan kepada seluruh perusahaan yang ada di Karawang, terutama dunia industri agar meliburkan karyawannya saat pencoblosan nanti. Ini sudah menjadi ketetapan pemerintah jika hari pencoblosan merupakan hari libur. Tapi jika ada perusahaan yang mempekerjakan karyawannya maka akan dikenai sanksi yaitu wajib membayar uang lembur sesuai ketentuan dan karyawan tetap harus diberi kesempatan menyalurkan hak politiknya,"" kata Suroto, Senin (25/6/2018). Suroto mengatakan, di Karawang terdapat 1.500 perusahaan industri yang rata-rata memiliki karyawan mencapai ribuan orang. Jika perusahaan tetap mempekerjakan karyawannya saat hari pencoblosan dikhawatirkan bisa mengganggu tingkat partisipasi masyarakat dalam pilkada yang berlangsung secara serentak ini. Karena itu, Disnakertrans selain mengedarkan surat pemberitahuan juga berkomunikasi langsung dengan pihak manajemen perusahaan agar meliburkan karyawannya. ""Saya sudah kontak langsung dengan sejumlah perusahaan besar agar menyukseskan pilkada dengan meliburkan karyawannya. Sejauh ini respons mereka positif, terutama perusahaan besar karena ini kan aturan pemerintah yang harus ditaati,"" katanya. Menurut Suroto, penetapan hari libur atau hari yang diliburkan pada pelaksanaan pemungutan suara pemilihan Gubernur dan Wakil Gubernur Jabar pada 27 Juni 2018 berdasarkan Undang-undang Nomor 1 Tahun 2015 tentang Penetapan Peraturan Pemerintah Pengganti Undang-Undang Nomor 1 Tahun 2014 tentang Pemilihan Gubernur, Bupati dan Wali Kota, sebagaimana diubah dengan Undang-Undang Nomor 8 Tahun 2015 Jo Undang-Undang Nomor 10 Tahun 2016, yang mengatur bahwa pelaksanaan pemungutan suara dilakukan pada hari libur atau hari yang diliburkan. Hal ini juga sesuai dengan Peraturan Komisi Pemilihan Umum (PKPU) Nomor 8 Tahun 2018 Pasal 3 Ayat (2). ""Harapan kami pihak perusahaan memaklumi dan mentaati ketentuan pemerintah agar pelaksanaan pilkada di Karawang berlangsung sukses,"" ujarnya. (Baca juga Pemerintah Pastikan Pilkada 27 Juni Libur Nasional)."
news-891-human,891,id_newspapers_2018,manusia,FP (manusia dikira AI),sulit (semua model salah),1,0.7955,1,0.6195,1,0.6133,"Anggota terbaru keluarga kerajaan Inggris, istri Pangeran Harry yaitu Meghan Markle masih menjadi perhatian masyarakat. Kali ini, Meghan menarik perhatian karen","Anggota terbaru keluarga kerajaan Inggris, istri Pangeran Harry yaitu Meghan Markle masih menjadi perhatian masyarakat. Kali ini, Meghan menarik perhatian karena seringkali mengenakan sepatu yang terlalu besar. Di sebuah acara kerajaan, Meghan terlihat anggun mengenakan gaun berwarna putih dari Givenchy dan sepasang sepatu kulit berwarna hitam. Sekilas tidak ada yang aneh pada penampilan Meghan, namun ternyata sepatu kulit hitam yang ia kenakan terlihat terlalu besar untuk ukuran kakinya. Meskipun demikian, hal ini ternyata bukan hal yang aneh bagi ahli mode Harriet Davey. Ia mengatakan, sepatu yang kebesaran kemungkinan adalah sebuah kesengajaan yang dilakukan Meghan demi kenyamanan dirinya. ""Selebriti sering mengenakan sepatu satu ukuran lebih besar, atau bahkan dua kali lebih besar. Hal ini dilakukan untuk menghindari lecet,"" kata Davey, dikutip dari The Sun, Sabtu (23/6). Ia mengatakan, semua orang pasti pernah merasakan menggunakan sepatu yang tidak nyaman. Menurutnya, penggunaan sepatu yang terlalu lama dapat membuat kaki sedikit membengkak dan kulit tergesek dengan sepatu yang dikenakan. Hal inilah yang menurut Davey, ingin dihindari Meghan. ""Kaki yang bengkak bisa menyebabkan lecet dalam waktu yang lama. Hal ini seperti yang dirumorkan terjadi pada Victoria Beckham,"" lanjut Davey. Ia melanjutkan, meskipun menggunakan sepatu yang terlalu besar ada trik yang bisa dilakukan agar tetap bisa berjalan dengan nyaman. ""Triknya adalah menjejalkan kaki degan bantalan seperti tisu atau kapas, dan bisa diambil begitu mereka merasa membutuhkan lebih banyak ruang di sepatu,"" kata Davey menjelaskan. Setelah melihat beberapa foto dari Meghan, ia seringkali terlihat mengenakan sepatu yang terlalu besar. Salah satunya adalah pada saat hari pertunangannya dengan Pangeran Harry. Ia menggunakan sepatu berwarna krem yang terlihat beberapa ukuran lebih besar dari kakinya."
news-1219-human,1219,id_newspapers_2018,manusia,FP (manusia dikira AI),sulit (semua model salah),1,0.8123,1,0.7943,1,0.578,"SUKOHARJO --- Satu lagi tempat asyik untuk kongko-kongko di Sukoharjo. Wedangan Jimboeng, tempat yang baru saja dibuka ini tak hanya menyuguhkan suasana yang as","SUKOHARJO --- Satu lagi tempat asyik untuk kongko-kongko di Sukoharjo. Wedangan Jimboeng, tempat yang baru saja dibuka ini tak hanya menyuguhkan suasana yang asyik dan nyaman. Anda juga bisa bersantai bersama keluarga maupun teman-teman terdekat sambil mencicipi berbagai hidangan yang dijual dengan harga terjangkau. Wedangan Jimboeng berlokasi di Jalan Wr Supratman tepatnya di Desa Bentakan Dukuh Kepuh, Baki, Sukoharjo. Wedangan Jimboeng dikelilingi area persawahan sehingga membuat pengunjungnya benar-benar merasakan suasana asri pedesaan. Tak hanya itu, Wedangan Jimboeng mempunyai banyak spot menarik bagi pengunjungnya untuk berswafoto. Di sini, terdapat beberapa ruangan yang dikonsep dengan pernak pernik yang memberi kesan klasik dan lekat dengan budaya Jawa. Terdapat ruangan yang dipenuhi dengan elektronik bekas atau barang-barang jaman dulu seperti radio, televisi, mesin ketik hingga setrikaan. Selain itu ada juga ruangan yang dilengkapi dengan alat-alat musik seperti gamelan dan kendang. Di sudut lain, anda juga bisa berswafoto di spot yang dipenuhi dengan lukisan dan wayang kulit yang disandarkan pada dinding. saya sengaja mengkonsepnya begini, jadi asyik buat nongkrong, asyik buat selfie, asyik buat wedangan,"" tutur pemilik wedangan Jimboeng, Jimboeng pada Republika Senin (25/6) Jangan ragu soal wedangan yang dijajakan di wedangan Jimboeng, anda bisa memilih beragam menu mulai dari sego rica-rica, sego lodeh, serta berbagai gorengan dan kudapan lainnya. Anda juga bisa dengan puas menikmati hangatnya susu jahe Jimboeng yang disajikan dalam gelas seng klasik berukuran besar. Wedangan Jimboeng mulanya hanya sebuah pekarangan rumah yang masih bergaya Jawa klasik. Bahkan di area depan rumah terdapat sebuah kandang sapi yang kemudian didesain ulang sebagai salah satu sudut yang bisa digunakan pengunjungnya. Tempat ini, juga digunakan sebagai tempat pengambilan foto Jimboeng Photography. Menariknya lagi, pengunjung yang kepincut dengan barang-barang antik yang ada di wedangan Jimboeng seperti radio dan televisi antik bisa langsung membelinya. Jimboeng mengatakan barang-barang tesebut diperoleh dari komunitas-komunitas barang antik yang juga merupakan hobinya. ""Awalnya saya Cuma ingin buat tempat nongkrong anak-anak saja, saya buat semenarik mungkin. Dan ternyata banyak yang merespon baik terutama netizen,"" tutur Jimboeng. Anda tertarik untuk berkunjung?"
news-213-human,213,id_newspapers_2018,manusia,FP (manusia dikira AI),sulit (semua model salah),1,0.8355,1,0.8207,1,0.5648,Menteri Luar Negeri Indonesia Retno Lestari Priansari Marsudi menyampaikan terima kasih atas dukungan Jepang dalam pencalonan Indonesia sebagai anggota tidak te,"Menteri Luar Negeri Indonesia Retno Lestari Priansari Marsudi menyampaikan terima kasih atas dukungan Jepang dalam pencalonan Indonesia sebagai anggota tidak tetap Dewan Keamanan (DK) PBB. Dukungan itu membuat Indonesia sukses meraih kursi di badan PBB. Indonesia terpilih sebagai anggota tak tetap DK PBB setelah meraih 144 suara dari total 190 suara negara-negara PBB. Dalam pernyataan pers bersama Menteri Luar Negeri Jepang Taro Kono di Jakarta, Retno mengatakan bahwa Indonesia akan memanfaatkan posisinya di DK PBB untuk dapat berkontribusi pada perdamaian dan keamanan di kawasan. ""Diskusi kami mengenai isu global dan regional berjalan sangat produktif. Saya menyampaikan terima kasih kepada Menlu Taro atas dukungan Jepang kepada Indonesia dalam pemilihan anggota tidak tetap DK PBB. Indonesia akan menggunakan waktu di DK PBB untuk berkontribusi pada ekosistem yang damai dan makmur di kawasan Asia Pasifik,"" ucap menlu perempuan pertama Indonesia ini pada Senin (25/6/2018). Diplomat top Indonesia menambahkan, pertemuannya dengan Menlu Taro juga bertukar pandangan mengenai konsep Indo-Pasifik. ""Kami juga berbagi pandangan mengenai perkembangan positif di Semenanjung Korea, termasuk pertemuan antar-Korea yang baru-baru ini terjadi dan juga pertemuan antara Korea Utara (Korut) dan Amerika Serikat (AS). Kami akan terus bekerjasama dalam isu ini,"" ujarnya. Dalam pertemuan itu, kedua menlu juga membahas mengenai kerja sama ekonomi, khususnya mengenai investasi Jepang di Indonesia. Retno dan Taro sepakat soal perlunya percepatan pembangunan infrastuktur yang digarap oleh Jepang seperti MRT dan proyek kereta cepat Jakarta-Surabaya. Selain itu, keduanya juga membahas mengenai kerja sama maritim. Salah satu poin utama pembahasan adalah mengenai kerja sama pembangunan sentra pasar dan pelabuhan di enam pulau di Indonesia."
news-2351-human,2351,id_newspapers_2018,manusia,FP (manusia dikira AI),sulit (semua model salah),1,0.8569,1,0.8716,1,0.6518,"Presiden Turki, Recep Tayyip Erdogan mengklaim kemenangan dalam pemilihan presiden yang telah dilangsungkan pada Minggu (24/6/2018). Dengan hasil perhitungan ce","Presiden Turki, Recep Tayyip Erdogan mengklaim kemenangan dalam pemilihan presiden yang telah dilangsungkan pada Minggu (24/6/2018). Dengan hasil perhitungan cepat yang telah selesai menempatkan Erdogan sebagai peraih suara terbanyak lebih dari 50 persen, menjadikan politisi berusia 64 tahun itu sebagai pemenang dan presiden terpilih untuk masa jabatan lima tahun ke depan. Berdasarkan hasil perhitungan cepat yang dipantau dari laman Hurriyet Daily News pada Senin (25/6/2018) pukul 05.00 WIB, Erdogan telah meraih 52,5 persen atau sekitar 25 juta suara dari total sekitar 50 juta suara yang masuk. Sesuai dengan panduan pemilu Turki, apabila di antara calon ada yang meraih lebih dari 50 persen suara pada pemungutan suara tahap pertama, maka dia akan menjadi presiden terpilih dan pemilu tahap kedua yang dijadwalkan pada 8 Juli tidak perlu digelar. Setelah melihat hasil perhitungan suara tersebut, Erdogan pun mengumumkan kemenangannya. ""Menurut hasil tak resmi, negara telah mempercayakan tugas kepresidenan kepada kami sekaligus kepala eksekutif dengan memberikan suara mayoritas kepada Aliansi Rakyat kami. Ini adalah sebuah tanggung jawab yang besar,"" kata Erdogan, dikutip Hurriyet Daily News Di hadapan pendukungnya yang berkumpul di Istanbul, Erdogan tak lupa menyampaikan terima kasih serta memberikan ucapan selamat kepada kandidat presiden dan parlemen lainnya. ""Saya harap tidak ada pihak yang akan mencoba membayangi hasil pemilihan hanya untuk menutupi kegagalan mereka."" ""Pemilu kali ini telah memberikan pesan yang jelas. Turki telah mendapat pelajaran demokrasi dengan jumlah pemilih yang menggunakan hak pilihnya mendekati 90 persen,"" tambah Erdogan. ""Negara kita akan menjadi sangat berbeda. Meski kami tidak dapat mencapai target kami dalam pemilihan parlemen, kami akan berusaha sebagai Aliansi Rakyat,"" kata Erdogan kepada pendukungnya. Dalam pemilihan parlemen, Partai Keadilan dan Pembangunan (AKP) yang meraih 42,4 persen suara bersama Partai Pergerakan Nasional (MHP) dengan 11,2 persen suara, membawa Aliansi Rakyat keluar sebagai pemenang dengan raihan lebih dari 50 persen suara atau lebih dari 300 kursi di parlemen. Sementara Partai Rakyat Republik (CHP) yang memimpin Aliansi Kenegaraan dengan Partai Iyi dan Saadet hanya mampu mengumpulkan sekitar 30 persen suara. Sedangkan Partai Rakyat Demokratik (HDP) yang mendukung Kurdi, meski berhasil meraih kursi di parlemen, hanya meraih 11,5 persen suara. Kubu oposisi yang dipimpin CHP menyatakan masih menunggu pengumuman dari Dewan Pemilihan Tertinggi untuk hasil resmi pemilu. ""Pemilu belum berakhir,"" kata anggota parlemen dari CHP, Haluk Peksen menegaskan."
